graph_family,edge_probability,num_nodes,samp_size,num_intervs,seed,method,method_label,precision,recall,fscore,ari,runtime_sec,score
erdos_renyi,0.15,10,100,5,0,RePaRe,RePaRe,1.0,0.5,0.6666666666666666,1.0,0.0192788749700412,
erdos_renyi,0.15,10,100,5,1,RePaRe,RePaRe,1.0,1.0,1.0,0.55,0.0212915829615667,
erdos_renyi,0.15,10,100,5,2,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0262003750540316,
erdos_renyi,0.15,10,100,5,3,RePaRe,RePaRe,1.0,0.5,0.6666666666666666,1.0,0.0120667919982224,
erdos_renyi,0.15,10,100,5,4,RePaRe,RePaRe,1.0,0.0,0.0,0.7,0.010224041994661,
erdos_renyi,0.15,10,100,5,5,RePaRe,RePaRe,0.8,1.0,0.888888888888889,0.5522388059701493,0.0357245829654857,
erdos_renyi,0.15,10,100,5,6,RePaRe,RePaRe,1.0,0.6666666666666666,0.8,1.0,0.0145873329602181,
erdos_renyi,0.15,10,100,5,7,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0284816670464351,
erdos_renyi,0.15,10,100,5,8,RePaRe,RePaRe,1.0,1.0,1.0,0.7761194029850746,0.0238836669595912,
erdos_renyi,0.15,10,100,5,9,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.061284750001505,
erdos_renyi,0.15,10,100,5,10,RePaRe,RePaRe,0.6666666666666666,1.0,0.8,1.0,0.0421159579418599,
erdos_renyi,0.15,10,100,5,11,RePaRe,RePaRe,0.5,1.0,0.6666666666666666,1.0,0.0382963750744238,
erdos_renyi,0.15,10,100,5,12,RePaRe,RePaRe,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.0236087500816211,
erdos_renyi,0.15,10,100,5,13,RePaRe,RePaRe,0.8,1.0,0.888888888888889,0.6924829157175398,0.0239322499837726,
erdos_renyi,0.15,10,100,5,14,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.011023958097212,
erdos_renyi,0.15,10,100,5,15,RePaRe,RePaRe,1.0,1.0,1.0,0.3939393939393939,0.0148901659995317,
erdos_renyi,0.15,10,100,5,16,RePaRe,RePaRe,0.8,1.0,0.888888888888889,0.696969696969697,0.02078675001394,
erdos_renyi,0.15,10,100,5,17,RePaRe,RePaRe,1.0,0.8333333333333334,0.9090909090909092,1.0,0.0229126249905675,
erdos_renyi,0.15,10,100,5,18,RePaRe,RePaRe,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.0341297079576179,
erdos_renyi,0.15,10,100,5,19,RePaRe,RePaRe,0.75,1.0,0.8571428571428571,0.845360824742268,0.0198456669459119,
erdos_renyi,0.15,10,1000,5,0,RePaRe,RePaRe,0.8,1.0,0.888888888888889,0.9101796407185628,0.0387733749812468,
erdos_renyi,0.15,10,1000,5,1,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0245863340096548,
erdos_renyi,0.15,10,1000,5,2,RePaRe,RePaRe,0.8333333333333334,1.0,0.9090909090909092,0.64,0.0349371250486001,
erdos_renyi,0.15,10,1000,5,3,RePaRe,RePaRe,0.6666666666666666,1.0,0.8,0.6170212765957447,0.0352446250617504,
erdos_renyi,0.15,10,1000,5,4,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0270154590252786,
erdos_renyi,0.15,10,1000,5,5,RePaRe,RePaRe,0.6666666666666666,1.0,0.8,0.5522388059701493,0.0491152079775929,
erdos_renyi,0.15,10,1000,5,6,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0226588749792426,
erdos_renyi,0.15,10,1000,5,7,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0312034579692408,
erdos_renyi,0.15,10,1000,5,8,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0379977500997483,
erdos_renyi,0.15,10,1000,5,9,RePaRe,RePaRe,0.875,1.0,0.9333333333333332,1.0,0.0331922089681029,
erdos_renyi,0.15,10,1000,5,10,RePaRe,RePaRe,0.6,1.0,0.7499999999999999,1.0,0.0525112500181421,
erdos_renyi,0.15,10,1000,5,11,RePaRe,RePaRe,0.4615384615384615,1.0,0.631578947368421,1.0,0.0399930420098826,
erdos_renyi,0.15,10,1000,5,12,RePaRe,RePaRe,0.5454545454545454,1.0,0.7058823529411764,1.0,0.0406465840060263,
erdos_renyi,0.15,10,1000,5,13,RePaRe,RePaRe,0.5384615384615384,1.0,0.7000000000000001,1.0,0.0755431660218164,
erdos_renyi,0.15,10,1000,5,14,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0118309999816119,
erdos_renyi,0.15,10,1000,5,15,RePaRe,RePaRe,0.8,1.0,0.888888888888889,1.0,0.0411699169781059,
erdos_renyi,0.15,10,1000,5,16,RePaRe,RePaRe,0.5555555555555556,1.0,0.7142857142857143,1.0,0.039061167044565,
erdos_renyi,0.15,10,1000,5,17,RePaRe,RePaRe,0.75,1.0,0.8571428571428571,1.0,0.0300202920334413,
erdos_renyi,0.15,10,1000,5,18,RePaRe,RePaRe,0.7777777777777778,1.0,0.8750000000000001,0.6301369863013698,0.0418419999768957,
erdos_renyi,0.15,10,1000,5,19,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0168494579847902,
erdos_renyi,0.15,10,10000,5,0,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0854082499863579,
erdos_renyi,0.15,10,10000,5,1,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0619522080523893,
erdos_renyi,0.15,10,10000,5,2,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0829945000587031,
erdos_renyi,0.15,10,10000,5,3,RePaRe,RePaRe,0.6666666666666666,1.0,0.8,1.0,0.0741203749785199,
erdos_renyi,0.15,10,10000,5,4,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.054589582956396,
erdos_renyi,0.15,10,10000,5,5,RePaRe,RePaRe,0.7142857142857143,0.8333333333333334,0.7692307692307692,1.0,0.1248402500059455,
erdos_renyi,0.15,10,10000,5,6,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0560160840395838,
erdos_renyi,0.15,10,10000,5,7,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0777200000593438,
erdos_renyi,0.15,10,10000,5,8,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.1102552500087767,
erdos_renyi,0.15,10,10000,5,9,RePaRe,RePaRe,0.875,1.0,0.9333333333333332,1.0,0.0750589580275118,
erdos_renyi,0.15,10,10000,5,10,RePaRe,RePaRe,0.6,1.0,0.7499999999999999,1.0,0.1295400420203805,
erdos_renyi,0.15,10,10000,5,11,RePaRe,RePaRe,0.4615384615384615,1.0,0.631578947368421,1.0,0.087154833949171,
erdos_renyi,0.15,10,10000,5,12,RePaRe,RePaRe,0.5454545454545454,1.0,0.7058823529411764,1.0,0.0958346249535679,
erdos_renyi,0.15,10,10000,5,13,RePaRe,RePaRe,0.5384615384615384,1.0,0.7000000000000001,1.0,0.1392697499832138,
erdos_renyi,0.15,10,10000,5,14,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.0282472500111907,
erdos_renyi,0.15,10,10000,5,15,RePaRe,RePaRe,0.8,1.0,0.888888888888889,1.0,0.0850604160223156,
erdos_renyi,0.15,10,10000,5,16,RePaRe,RePaRe,0.5555555555555556,1.0,0.7142857142857143,1.0,0.076070416951552,
erdos_renyi,0.15,10,10000,5,17,RePaRe,RePaRe,0.625,1.0,0.7692307692307693,0.7,0.1077236250275746,
erdos_renyi,0.15,10,10000,5,18,RePaRe,RePaRe,0.75,1.0,0.8571428571428571,0.55,0.1320803329581394,
erdos_renyi,0.15,10,10000,5,19,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.041804458014667,
erdos_renyi,0.15,10,100000,5,0,RePaRe,RePaRe,1.0,1.0,1.0,0.6170212765957447,0.5827564579999489,
erdos_renyi,0.15,10,100000,5,1,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.4242036670000289,
erdos_renyi,0.15,10,100000,5,2,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.5312292080000134,
erdos_renyi,0.15,10,100000,5,3,RePaRe,RePaRe,0.6666666666666666,1.0,0.8,1.0,0.7172251250001409,
erdos_renyi,0.15,10,100000,5,4,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.6124656249999134,
erdos_renyi,0.15,10,100000,5,5,RePaRe,RePaRe,0.75,1.0,0.8571428571428571,1.0,0.716527041000063,
erdos_renyi,0.15,10,100000,5,6,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.4308406659999946,
erdos_renyi,0.15,10,100000,5,7,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.5332812909998665,
erdos_renyi,0.15,10,100000,5,8,RePaRe,RePaRe,0.6666666666666666,1.0,0.8,0.3283582089552239,0.5671302499999911,
erdos_renyi,0.15,10,100000,5,9,RePaRe,RePaRe,0.875,1.0,0.9333333333333332,1.0,0.5879111670001294,
erdos_renyi,0.15,10,100000,5,10,RePaRe,RePaRe,0.6,1.0,0.7499999999999999,1.0,1.034215500000073,
erdos_renyi,0.15,10,100000,5,11,RePaRe,RePaRe,0.4615384615384615,1.0,0.631578947368421,1.0,0.6117989169999873,
erdos_renyi,0.15,10,100000,5,12,RePaRe,RePaRe,0.6666666666666666,1.0,0.8,0.64,0.6853902499999549,
erdos_renyi,0.15,10,100000,5,13,RePaRe,RePaRe,0.5384615384615384,1.0,0.7000000000000001,1.0,0.947808084000144,
erdos_renyi,0.15,10,100000,5,14,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.2175930000000789,
erdos_renyi,0.15,10,100000,5,15,RePaRe,RePaRe,0.8,1.0,0.888888888888889,1.0,0.7527387920001729,
erdos_renyi,0.15,10,100000,5,16,RePaRe,RePaRe,0.5555555555555556,1.0,0.7142857142857143,1.0,0.6315944159998708,
erdos_renyi,0.15,10,100000,5,17,RePaRe,RePaRe,0.75,1.0,0.8571428571428571,1.0,0.8023495410000123,
erdos_renyi,0.15,10,100000,5,18,RePaRe,RePaRe,0.7777777777777778,1.0,0.8750000000000001,1.0,0.9314980829999512,
erdos_renyi,0.15,10,100000,5,19,RePaRe,RePaRe,1.0,1.0,1.0,1.0,0.4767484999999851,
erdos_renyi,0.15,20,100,5,0,RePaRe,RePaRe,0.9,0.6428571428571429,0.75,0.7432928006176414,0.0583656660746783,
erdos_renyi,0.15,20,100,5,1,RePaRe,RePaRe,0.7272727272727273,0.8,0.761904761904762,0.8274687854710556,0.0552084590308368,
erdos_renyi,0.15,20,100,5,2,RePaRe,RePaRe,0.8888888888888888,1.0,0.9411764705882352,0.7657213316892725,0.0371706249425187,
erdos_renyi,0.15,20,100,5,3,RePaRe,RePaRe,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.0374325419543311,
erdos_renyi,0.15,20,100,5,4,RePaRe,RePaRe,0.8,1.0,0.888888888888889,0.8903906378770398,0.0348047500010579,
erdos_renyi,0.15,20,100,5,5,RePaRe,RePaRe,0.7777777777777778,1.0,0.8750000000000001,0.5218543046357615,0.075756166013889,
erdos_renyi,0.15,20,100,5,6,RePaRe,RePaRe,0.625,0.625,0.625,0.9051422865701448,0.0656128330156207,
erdos_renyi,0.15,20,100,5,7,RePaRe,RePaRe,0.6666666666666666,1.0,0.8,0.7352580537286814,0.029484000056982,
erdos_renyi,0.15,20,100,5,8,RePaRe,RePaRe,0.75,0.6923076923076923,0.7199999999999999,0.8325499412455935,0.0765746250981465,
erdos_renyi,0.15,20,100,5,9,RePaRe,RePaRe,0.4615384615384615,0.6666666666666666,0.5454545454545455,0.4156570363466915,0.0608797910390421,
erdos_renyi,0.15,20,100,5,10,RePaRe,RePaRe,0.75,1.0,0.8571428571428571,0.6092916984006093,0.0399967500707134,
erdos_renyi,0.15,20,100,5,11,RePaRe,RePaRe,0.7692307692307693,0.8333333333333334,0.8,0.4676214196762142,0.0550975000951439,
erdos_renyi,0.15,20,100,5,12,RePaRe,RePaRe,0.6,0.75,0.6666666666666665,0.9789403679893594,0.0253876249771565,
erdos_renyi,0.15,20,100,5,13,RePaRe,RePaRe,0.8,0.8,0.8000000000000002,0.8549618320610687,0.0411602080566808,
erdos_renyi,0.15,20,100,5,14,RePaRe,RePaRe,0.5,1.0,0.6666666666666666,0.5271749950228947,0.0443247080547735,
erdos_renyi,0.15,20,100,5,15,RePaRe,RePaRe,0.75,0.75,0.75,0.8376068376068376,0.0211862089345231,
erdos_renyi,0.15,20,100,5,16,RePaRe,RePaRe,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7922992833717964,0.0296401249943301,
erdos_renyi,0.15,20,100,5,17,RePaRe,RePaRe,0.7,0.875,0.7777777777777777,1.0,0.0346034169197082,
erdos_renyi,0.15,20,100,5,18,RePaRe,RePaRe,0.7,1.0,0.8235294117647058,0.8035450516986706,0.0295978341018781,
erdos_renyi,0.15,20,100,5,19,RePaRe,RePaRe,0.4736842105263157,1.0,0.6428571428571429,0.7297553574815095,0.0554507090710103,
erdos_renyi,0.15,20,1000,5,0,RePaRe,RePaRe,0.64,1.0,0.7804878048780487,1.0,0.1118930829688906,
erdos_renyi,0.15,20,1000,5,1,RePaRe,RePaRe,0.7058823529411765,1.0,0.8275862068965517,0.7891491985203453,0.1013512499630451,
erdos_renyi,0.15,20,1000,5,2,RePaRe,RePaRe,0.7,1.0,0.8235294117647058,0.9468977082168808,0.044985291082412,
erdos_renyi,0.15,20,1000,5,3,RePaRe,RePaRe,0.8571428571428571,1.0,0.923076923076923,1.0,0.0516352499835193,
erdos_renyi,0.15,20,1000,5,4,RePaRe,RePaRe,0.8,1.0,0.888888888888889,1.0,0.0728062499547377,
erdos_renyi,0.15,20,1000,5,5,RePaRe,RePaRe,0.4516129032258064,1.0,0.6222222222222222,0.8461538461538461,0.1397544170031324,
erdos_renyi,0.15,20,1000,5,6,RePaRe,RePaRe,0.7,1.0,0.8235294117647058,1.0,0.0844503749394789,
erdos_renyi,0.15,20,1000,5,7,RePaRe,RePaRe,0.6,1.0,0.7499999999999999,1.0,0.0743067089933902,
erdos_renyi,0.15,20,1000,5,8,RePaRe,RePaRe,0.6666666666666666,1.0,0.8,0.9101796407185628,0.1260952500160783,
erdos_renyi,0.15,20,1000,5,9,RePaRe,RePaRe,0.7142857142857143,0.9375,0.8108108108108109,0.9641847313854854,0.1098305420018732,
erdos_renyi,0.15,20,1000,5,10,RePaRe,RePaRe,0.6363636363636364,0.875,0.7368421052631579,0.561163387510693,0.0579395410604774,
erdos_renyi,0.15,20,1000,5,11,RePaRe,RePaRe,0.5769230769230769,1.0,0.7317073170731707,0.8939563068091213,0.1055904170498251,
erdos_renyi,0.15,20,1000,5,12,RePaRe,RePaRe,0.6,1.0,0.7499999999999999,1.0,0.0519569999305531,
erdos_renyi,0.15,20,1000,5,13,RePaRe,RePaRe,0.5714285714285714,1.0,0.7272727272727273,1.0,0.0654714170377701,
erdos_renyi,0.15,20,1000,5,14,RePaRe,RePaRe,0.6875,1.0,0.8148148148148148,0.6711285483498731,0.0900726249674335,
erdos_renyi,0.15,20,1000,5,15,RePaRe,RePaRe,0.625,1.0,0.7692307692307693,1.0,0.044747499981895,
erdos_renyi,0.15,20,1000,5,16,RePaRe,RePaRe,0.55,1.0,0.7096774193548387,1.0,0.0733270839555189,
erdos_renyi,0.15,20,1000,5,17,RePaRe,RePaRe,0.6153846153846154,1.0,0.761904761904762,1.0,0.0525077920174226,
erdos_renyi,0.15,20,1000,5,18,RePaRe,RePaRe,0.6,1.0,0.7499999999999999,1.0,0.0532680000178515,
erdos_renyi,0.15,20,1000,5,19,RePaRe,RePaRe,0.4285714285714285,1.0,0.6,0.9362273439248154,0.1178360830526799,
erdos_renyi,0.15,20,10000,5,0,RePaRe,RePaRe,0.6153846153846154,1.0,0.761904761904762,1.0,0.3057521249866113,
erdos_renyi,0.15,20,10000,5,1,RePaRe,RePaRe,0.7777777777777778,1.0,0.8750000000000001,1.0,0.2809726250125095,
erdos_renyi,0.15,20,10000,5,2,RePaRe,RePaRe,0.52,0.9285714285714286,0.6666666666666666,0.8814722395508422,0.3079144170042127,
erdos_renyi,0.15,20,10000,5,3,RePaRe,RePaRe,0.8571428571428571,1.0,0.923076923076923,1.0,0.1847461659926921,
erdos_renyi,0.15,20,10000,5,4,RePaRe,RePaRe,0.7272727272727273,1.0,0.8421052631578948,1.0,0.2385418330086395,
erdos_renyi,0.15,20,10000,5,5,RePaRe,RePaRe,0.5454545454545454,1.0,0.7058823529411764,1.0,0.2866462080273777,
erdos_renyi,0.15,20,10000,5,6,RePaRe,RePaRe,0.7,1.0,0.8235294117647058,1.0,0.2898942499887198,
erdos_renyi,0.15,20,10000,5,7,RePaRe,RePaRe,0.625,1.0,0.7692307692307693,0.7100712105798576,0.2396256250794977,
erdos_renyi,0.15,20,10000,5,8,RePaRe,RePaRe,0.64,1.0,0.7804878048780487,0.968532626697582,0.4990450000623241,
erdos_renyi,0.15,20,10000,5,9,RePaRe,RePaRe,0.75,1.0,0.8571428571428571,1.0,0.242150834063068,
erdos_renyi,0.15,20,10000,5,10,RePaRe,RePaRe,0.6363636363636364,1.0,0.7777777777777778,0.8862275449101796,0.1947499579982832,
erdos_renyi,0.15,20,10000,5,11,RePaRe,RePaRe,0.7368421052631579,1.0,0.8484848484848484,1.0,0.2444510840578004,
erdos_renyi,0.15,20,10000,5,12,RePaRe,RePaRe,0.5454545454545454,1.0,0.7058823529411764,1.0,0.1914513750234618,
erdos_renyi,0.15,20,10000,5,13,RePaRe,RePaRe,0.5714285714285714,1.0,0.7272727272727273,1.0,0.259757166961208,
erdos_renyi,0.15,20,10000,5,14,RePaRe,RePaRe,0.6153846153846154,1.0,0.761904761904762,1.0,0.270568500040099,
erdos_renyi,0.15,20,10000,5,15,RePaRe,RePaRe,0.625,1.0,0.7692307692307693,0.7097654118930715,0.1639057919383049,
erdos_renyi,0.15,20,10000,5,16,RePaRe,RePaRe,0.4444444444444444,1.0,0.6153846153846153,0.7585086852139529,0.284513666993007,
erdos_renyi,0.15,20,10000,5,17,RePaRe,RePaRe,0.5333333333333333,1.0,0.6956521739130436,0.6187702265372168,0.2316735840868204,
erdos_renyi,0.15,20,10000,5,18,RePaRe,RePaRe,0.6,1.0,0.7499999999999999,1.0,0.1753167499555274,
erdos_renyi,0.15,20,10000,5,19,RePaRe,RePaRe,0.3555555555555555,1.0,0.5245901639344263,0.8621190130624092,0.4526812920812517,
erdos_renyi,0.15,20,100000,5,0,RePaRe,RePaRe,0.5135135135135135,1.0,0.6785714285714285,0.6308571428571429,4.669422250000025,
erdos_renyi,0.15,20,100000,5,1,RePaRe,RePaRe,0.6818181818181818,1.0,0.8108108108108109,0.9272030651340996,3.299116040999934,
erdos_renyi,0.15,20,100000,5,2,RePaRe,RePaRe,0.6,1.0,0.7499999999999999,1.0,2.8614671670000007,
